"Year: All values"
"Gender: All values"
"Academic Discipline, Broad (standardized): All values"
"Level of Degree or Other Award: All values"
,,,"","Degrees/Awards Conferred (NCES population of institutions) (Sum)"
"1992","Female","Architecture and Environmental Design","Less Than 1 Year Certificates","2"
"1992","Female","Education","Doctorate Degrees","4,166"
"1992","Female","Education","Master's Degrees","72,857"
"1992","Female","Education","Bachelor's Degrees","88,676"
"1992","Female","Education","Associate's Degrees","6,666"
"1992","Female","Education","Post-Master's Certificates","3,372"
"1992","Female","Education","Post-Baccalaureate Certificates","1,258"
"1992","Female","Education","2 But Less Than 4 Year Certificates","98"
"1992","Female","Education","1 But Less Than 2 Year Certificates","567"
"1992","Female","Education","Less Than 1 Year Certificates","305"
"1992","Female","Business and Management","Doctorate Degrees","303"
"1992","Female","Business and Management","Master's Degrees","30,276"
"1992","Female","Business and Management","Bachelor's Degrees","125,475"
"1992","Female","Business and Management","Associate's Degrees","74,618"
"1992","Female","Business and Management","Post-Master's Certificates","45"
"1992","Female","Business and Management","Post-Baccalaureate Certificates","146"
"1992","Female","Business and Management","2 But Less Than 4 Year Certificates","1,599"
"1992","Female","Business and Management","1 But Less Than 2 Year Certificates","21,209"
"1992","Female","Business and Management","Less Than 1 Year Certificates","10,256"
"1992","Female","Communication and Librarianship","Doctorate Degrees","155"
"1992","Female","Communication and Librarianship","Master's Degrees","6,640"
"1992","Female","Communication and Librarianship","Bachelor's Degrees","33,435"
"1992","Female","Communication and Librarianship","Associate's Degrees","1,099"
"1992","Female","Communication and Librarianship","Post-Master's Certificates","44"
"1992","Female","Communication and Librarianship","Post-Baccalaureate Certificates","18"
"1992","Female","Communication and Librarianship","2 But Less Than 4 Year Certificates","18"
"1992","Female","Communication and Librarianship","1 But Less Than 2 Year Certificates","280"
"1992","Female","Communication and Librarianship","Less Than 1 Year Certificates","158"
"1992","Female","Law","Doctorate Degrees","18"
"1992","Female","Law","First Professional Degrees","16,749"
"1992","Female","Law","Master's Degrees","775"
"1992","Female","Law","Bachelor's Degrees","779"
"1992","Female","Law","Associate's Degrees","152"
"1992","Female","Law","Post-Master's Certificates","1"
"1992","Female","Law","Post-Baccalaureate Certificates","5"
"1992","Female","Law","2 But Less Than 4 Year Certificates","18"
"1992","Female","Law","1 But Less Than 2 Year Certificates","38"
"1992","Female","Law","Less Than 1 Year Certificates","74"
"1992","Female","Social Service Professions","Doctorate Degrees","169"
"1992","Female","Social Service Professions","Master's Degrees","10,208"
"1992","Female","Social Service Professions","Bachelor's Degrees","11,151"
"1992","Female","Social Service Professions","Associate's Degrees","2,020"
"1992","Female","Social Service Professions","Post-Master's Certificates","41"
"1992","Female","Social Service Professions","Post-Baccalaureate Certificates","7"
"1992","Female","Social Service Professions","2 But Less Than 4 Year Certificates","37"
"1992","Female","Social Service Professions","1 But Less Than 2 Year Certificates","156"
"1992","Female","Social Service Professions","Less Than 1 Year Certificates","50"
"1992","Female","Vocational Studies and Home Economics","Doctorate Degrees","232"
"1992","Female","Vocational Studies and Home Economics","Master's Degrees","2,458"
"1992","Female","Vocational Studies and Home Economics","Bachelor's Degrees","20,567"
"1992","Female","Vocational Studies and Home Economics","Associate's Degrees","10,365"
"1992","Female","Vocational Studies and Home Economics","Post-Master's Certificates","32"
"1992","Female","Vocational Studies and Home Economics","Post-Baccalaureate Certificates","85"
"1992","Female","Vocational Studies and Home Economics","2 But Less Than 4 Year Certificates","494"
"1992","Female","Vocational Studies and Home Economics","1 But Less Than 2 Year Certificates","7,406"
"1992","Female","Vocational Studies and Home Economics","Less Than 1 Year Certificates","2,717"
"1992","Female","Other Non-sciences or Unknown Disciplines","Doctorate Degrees","303"
"1992","Female","Other Non-sciences or Unknown Disciplines","First Professional Degrees","758"
"1992","Female","Other Non-sciences or Unknown Disciplines","Master's Degrees","4,913"
"1992","Female","Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","37,423"
"1992","Female","Other Non-sciences or Unknown Disciplines","Associate's Degrees","107,668"
"1992","Female","Other Non-sciences or Unknown Disciplines","Post-Master's Certificates","26"
"1992","Female","Other Non-sciences or Unknown Disciplines","Post-Baccalaureate Certificates","134"
"1992","Female","Other Non-sciences or Unknown Disciplines","2 But Less Than 4 Year Certificates","870"
"1992","Female","Other Non-sciences or Unknown Disciplines","1 But Less Than 2 Year Certificates","9,530"
"1992","Female","Other Non-sciences or Unknown Disciplines","Less Than 1 Year Certificates","3,103"
"1992","Male","Engineering","Doctorate Degrees","4,964"
"1992","Male","Engineering","Master's Degrees","21,349"
"1992","Male","Engineering","Bachelor's Degrees","52,305"
"1992","Male","Engineering","Associate's Degrees","2,360"
"1992","Male","Engineering","Post-Master's Certificates","180"
"1992","Male","Engineering","Post-Baccalaureate Certificates","48"
"1992","Male","Engineering","2 But Less Than 4 Year Certificates","25"
"1992","Male","Engineering","1 But Less Than 2 Year Certificates","56"
"1992","Male","Engineering","Less Than 1 Year Certificates","67"
"1992","Male","Physical Sciences","Doctorate Degrees","2,949"
"1992","Male","Physical Sciences","Master's Degrees","2,834"
"1992","Male","Physical Sciences","Bachelor's Degrees","9,289"
"1992","Male","Physical Sciences","Associate's Degrees","591"
"1992","Male","Physical Sciences","Post-Master's Certificates","124"
"1992","Male","Physical Sciences","2 But Less Than 4 Year Certificates","1"
"1992","Male","Physical Sciences","1 But Less Than 2 Year Certificates","10"
"1992","Male","Physical Sciences","Less Than 1 Year Certificates","13"
"1992","Male","Geosciences","Doctorate Degrees","470"
"1992","Male","Geosciences","Master's Degrees","1,057"
"1992","Male","Geosciences","Bachelor's Degrees","2,177"
"1992","Male","Geosciences","Associate's Degrees","116"
"1992","Male","Geosciences","Post-Master's Certificates","26"
"1992","Male","Geosciences","Less Than 1 Year Certificates","1"
"1992","Male","Math and Computer Sciences","Doctorate Degrees","1,499"
"1992","Male","Math and Computer Sciences","Master's Degrees","9,199"
"1992","Male","Math and Computer Sciences","Bachelor's Degrees","25,693"
"1992","Male","Math and Computer Sciences","Associate's Degrees","5,187"
"1992","Male","Math and Computer Sciences","Post-Master's Certificates","110"
"1992","Male","Math and Computer Sciences","Post-Baccalaureate Certificates","53"
"1992","Male","Math and Computer Sciences","2 But Less Than 4 Year Certificates","71"
"1992","Male","Math and Computer Sciences","1 But Less Than 2 Year Certificates","1,411"
"1992","Male","Math and Computer Sciences","Less Than 1 Year Certificates","761"
"1992","Male","Life Sciences","Doctorate Degrees","4,049"
"1992","Male","Life Sciences","First Professional Degrees","17,694"
"1992","Male","Life Sciences","Master's Degrees","8,321"
"1992","Male","Life Sciences","Bachelor's Degrees","36,080"
"1992","Male","Life Sciences","Associate's Degrees","7,552"
"1992","Male","Life Sciences","Post-Master's Certificates","205"
"1992","Male","Life Sciences","Post-Baccalaureate Certificates","86"
"1992","Male","Life Sciences","2 But Less Than 4 Year Certificates","250"
"1992","Male","Life Sciences","1 But Less Than 2 Year Certificates","682"
"1992","Male","Life Sciences","Less Than 1 Year Certificates","512"
"1992","Male","Psychology","Doctorate Degrees","1,339"
"1992","Male","Psychology","Master's Degrees","2,929"
"1992","Male","Psychology","Bachelor's Degrees","17,130"
"1992","Male","Psychology","Associate's Degrees","338"
"1992","Male","Psychology","Post-Master's Certificates","41"
"1992","Male","Psychology","Post-Baccalaureate Certificates","16"
"1992","Male","Psychology","2 But Less Than 4 Year Certificates","2"
"1992","Male","Psychology","1 But Less Than 2 Year Certificates","2"
"1992","Male","Psychology","Less Than 1 Year Certificates","8"
"1992","Male","Social Sciences","Doctorate Degrees","2,136"
"1992","Male","Social Sciences","Master's Degrees","10,562"
"1992","Male","Social Sciences","Bachelor's Degrees","61,712"
"1992","Male","Social Sciences","Associate's Degrees","1,573"
"1992","Male","Social Sciences","Post-Master's Certificates","255"
"1992","Male","Social Sciences","Post-Baccalaureate Certificates","90"
"1992","Male","Social Sciences","2 But Less Than 4 Year Certificates","11"
"1992","Male","Social Sciences","1 But Less Than 2 Year Certificates","80"
"1992","Male","Social Sciences","Less Than 1 Year Certificates","70"
"1992","Male","Science and Engineering Technologies","Doctorate Degrees","106"
"1992","Male","Science and Engineering Technologies","Master's Degrees","1,678"
"1992","Male","Science and Engineering Technologies","Bachelor's Degrees","17,699"
"1992","Male","Science and Engineering Technologies","Associate's Degrees","41,711"
"1992","Male","Science and Engineering Technologies","Post-Master's Certificates","17"
"1992","Male","Science and Engineering Technologies","Post-Baccalaureate Certificates","49"
"1992","Male","Science and Engineering Technologies","2 But Less Than 4 Year Certificates","2,874"
"1992","Male","Science and Engineering Technologies","1 But Less Than 2 Year Certificates","11,366"
"1992","Male","Science and Engineering Technologies","Less Than 1 Year Certificates","8,425"
"1992","Male","Interdisciplinary or Other Sciences","Doctorate Degrees","27"
"1992","Male","Interdisciplinary or Other Sciences","Master's Degrees","225"
"1992","Male","Interdisciplinary or Other Sciences","Bachelor's Degrees","1,494"
"1992","Male","Interdisciplinary or Other Sciences","Associate's Degrees","2,746"
"1992","Male","Interdisciplinary or Other Sciences","Post-Baccalaureate Certificates","1"
"1992","Male","Interdisciplinary or Other Sciences","2 But Less Than 4 Year Certificates","1"
"1992","Male","Interdisciplinary or Other Sciences","1 But Less Than 2 Year Certificates","9"
"1992","Male","Interdisciplinary or Other Sciences","Less Than 1 Year Certificates","1"
"1992","Male","Humanities","Doctorate Degrees","1,449"
"1992","Male","Humanities","Master's Degrees","5,046"
"1992","Male","Humanities","Bachelor's Degrees","41,828"
"1992","Male","Humanities","Associate's Degrees","621"
"1992","Male","Humanities","Post-Master's Certificates","168"
"1992","Male","Humanities","Post-Baccalaureate Certificates","27"
"1992","Male","Humanities","2 But Less Than 4 Year Certificates","347"
"1992","Male","Humanities","1 But Less Than 2 Year Certificates","40"
"1992","Male","Humanities","Less Than 1 Year Certificates","139"
"1992","Male","Religion and Theology","Doctorate Degrees","1,180"
"1992","Male","Religion and Theology","First Professional Degrees","4,025"
"1992","Male","Religion and Theology","Master's Degrees","2,945"
"1992","Male","Religion and Theology","Bachelor's Degrees","4,215"
"1992","Male","Religion and Theology","Associate's Degrees","267"
"1992","Male","Religion and Theology","Post-Master's Certificates","111"
"1992","Male","Religion and Theology","Post-Baccalaureate Certificates","216"
"1992","Male","Religion and Theology","2 But Less Than 4 Year Certificates","86"
"1992","Male","Religion and Theology","1 But Less Than 2 Year Certificates","139"
"1992","Male","Religion and Theology","Less Than 1 Year Certificates","17"
"1992","Male","Arts and Music","Doctorate Degrees","510"
"1992","Male","Arts and Music","Master's Degrees","4,154"
"1992","Male","Arts and Music","Bachelor's Degrees","17,708"
"1992","Male","Arts and Music","Associate's Degrees","4,816"
"1992","Male","Arts and Music","Post-Master's Certificates","83"
"1992","Male","Arts and Music","Post-Baccalaureate Certificates","110"
"1992","Male","Arts and Music","2 But Less Than 4 Year Certificates","297"
"1992","Male","Arts and Music","1 But Less Than 2 Year Certificates","1,126"
"1992","Male","Arts and Music","Less Than 1 Year Certificates","77"
"1992","Male","Architecture and Environmental Design","Doctorate Degrees","93"
"1992","Male","Architecture and Environmental Design","Master's Degrees","2,292"
